cluster	type	np	lnl	w1	w2
8985	Tsi	10	-997.552623	0.19347	0.46091
8985	TmiTsi	10	-998.180427	0.19958	0.26131
8986	All	9	-1078.030143	0.06704	0.06704
8986	Tmi	10	-1078.026373	0.06733	0.06071
8986	Tsi	10	-1078.016314	0.06653	0.08268
8986	TmiTsi	10	-1077.757645	0.07260	0.04263
8987	All	9	-5317.157276	0.07991	0.07991
8987	Tmi	10	-5316.569079	0.08200	0.05008
8987	Tsi	10	-5317.034028	0.07919	0.11304
8987	TmiTsi	10	-5316.838368	0.08275	0.06475
8988	All	9	-2765.457408	0.03977	0.03977
8988	Tmi	10	-2763.851300	0.03727	0.13119
8988	Tsi	10	-2764.726385	0.03845	0.12573
8988	TmiTsi	10	-2765.456013	0.03993	0.03895
8992	All	9	-2085.035878	0.06052	0.06052
8992	Tmi	10	-2079.428879	0.05416	0.71683
8992	Tsi	10	-2081.953740	0.05551	1.33044
8992	TmiTsi	10	-2084.776331	0.06432	0.04840
8994	All	9	-2445.450580	0.14582	0.14582
8994	Tmi	10	-2441.545729	0.13238	1.04157
8994	Tsi	10	-2442.185088	0.13333	0.67508
8994	TmiTsi	10	-2445.300799	0.14033	0.17345
8995	All	9	-4191.029570	0.08016	0.08016
8995	Tmi	10	-4190.268708	0.07738	0.14205
8995	Tsi	10	-4190.818553	0.07890	0.11545
8995	TmiTsi	10	-4189.523856	0.07294	0.12727
8996	All	9	-1804.790625	0.10028	0.10028
8996	Tmi	10	-1801.783235	0.08976	0.42724
8996	Tsi	10	-1804.208182	0.09662	0.26919
8996	TmiTsi	10	-1803.090488	0.11738	0.04571
8997	All	9	-7896.846112	0.16032	0.16032
8997	Tmi	10	-7894.145960	0.15353	0.30639
8997	Tsi	10	-7891.873185	0.15260	0.85162
8997	TmiTsi	10	-7896.823113	0.15894	0.16736
8998	All	9	-2401.533648	0.04465	0.04465
8998	Tmi	10	-2400.466838	0.04266	0.13390
8998	Tsi	10	-2399.428870	0.04257	1.58924
8998	TmiTsi	10	-2400.502655	0.04978	0.02291
8999	All	9	-4801.662743	0.24178	0.24178
8999	Tmi	10	-4798.250567	0.22686	0.62816
8999	Tsi	10	-4800.850314	0.23529	0.45651
8999	TmiTsi	10	-4801.657748	0.24068	0.24738
9	All	9	-4670.984838	0.23918	0.23918
9	Tmi	10	-4670.971018	0.23822	0.25555
9	Tsi	10	-4668.865183	0.22962	0.63791
9	TmiTsi	10	-4670.189986	0.25299	0.17449
90	All	9	-2348.773710	0.03572	0.03572
90	Tmi	10	-2346.089933	0.03225	0.14353
90	Tsi	10	-2348.285067	0.03624	0.00010
90	TmiTsi	10	-2348.709347	0.03669	0.03011
900	All	9	-6638.331816	0.26126	0.26126
900	Tmi	10	-6633.415967	0.24560	0.70511
900	Tsi	10	-6636.889025	0.25394	0.61099
900	TmiTsi	10	-6636.822796	0.24439	0.38533
9000	All	9	-3961.261435	0.04723	0.04723
9000	Tmi	10	-3959.208401	0.04451	0.13207
9000	Tsi	10	-3960.824514	0.04633	0.11194
9000	TmiTsi	10	-3960.632106	0.05082	0.03502
9001	All	9	-2011.204835	0.09624	0.09624
9001	Tmi	10	-2010.805260	0.09864	0.03963
9001	Tsi	10	-2009.443131	0.09008	0.36837
9001	TmiTsi	10	-2009.396577	0.08372	0.26839
9006	All	9	-1298.943383	0.05352	0.05352
9006	Tmi	10	-1298.719572	0.05197	0.15175
9006	Tsi	10	-1298.926024	0.05398	0.04393
9006	TmiTsi	10	-1297.966540	0.06014	0.02175
9007	All	9	-11540.974308	0.07204	0.07204
9007	Tmi	10	-11540.837793	0.07148	0.08478
9007	Tsi	10	-11539.708966	0.07066	0.14053
9007	TmiTsi	10	-11540.614566	0.07006	0.08430
9009	All	9	-4690.128641	0.15491	0.15491
9009	Tmi	10	-4687.642146	0.14699	0.35586
9009	Tsi	10	-4689.383829	0.15864	0.06955
9009	TmiTsi	10	-4685.961659	0.17753	0.07190
9010	All	9	-7852.061169	0.04389	0.04389
9010	Tmi	10	-7851.007464	0.04270	0.08413
9010	Tsi	10	-7849.860306	0.04236	0.14125
9010	TmiTsi	10	-7851.453871	0.04619	0.03474
9012	All	9	-1590.778042	0.06962	0.06962
9012	Tmi	10	-1589.057128	0.06518	999.00000
9012	Tsi	10	-1589.850835	0.06532	0.16077
9012	TmiTsi	10	-1590.756815	0.06823	0.07483
9014	All	9	-1178.333090	0.07109	0.07109
9014	Tmi	10	-1175.693754	0.06501	8.08018
9014	Tsi	10	-1176.102428	0.06598	0.65540
9014	TmiTsi	10	-1178.331548	0.07142	0.06863
9015	All	9	-3364.613872	0.03866	0.03866
9015	Tmi	10	-3360.621549	0.03452	0.15087
9015	Tsi	10	-3364.586588	0.03846	0.05236
9015	TmiTsi	10	-3364.295929	0.04100	0.02937
9016	All	9	-1838.635234	0.14825	0.14825
9016	Tmi	10	-1838.562199	0.15053	0.11984
9016	Tsi	10	-1838.410988	0.14529	0.30943
9016	TmiTsi	10	-1838.537742	0.14316	0.18866
9017	All	9	-5930.777707	0.23980	0.23980
9017	Tmi	10	-5930.491881	0.23579	0.30938
9017	Tsi	10	-5929.346507	0.23224	0.63396
9017	TmiTsi	10	-5928.726504	0.22004	0.40466
9019	All	9	-20752.006504	0.18168	0.18168
9019	Tmi	10	-20741.063786	0.17182	0.39939
9019	Tsi	10	-20743.847815	0.17433	0.48066
9019	TmiTsi	10	-20751.658042	0.18519	0.16556
902	All	9	-8546.695660	0.07712	0.07712
902	Tmi	10	-8543.866250	0.07384	0.17804
902	Tsi	10	-8546.232832	0.07582	0.11151
902	TmiTsi	10	-8546.201626	0.07423	0.09380
9020	All	9	-3066.306025	0.17145	0.17145
9020	Tmi	10	-3065.880479	0.16744	0.35335
9020	Tsi	10	-3066.270626	0.17268	0.14839
9020	TmiTsi	10	-3066.097580	0.17952	0.13461
9024	All	9	-3450.093521	0.03368	0.03368
9024	Tmi	10	-3446.473908	0.02850	0.10836
9024	Tsi	10	-3447.216587	0.02955	3.00829
9024	TmiTsi	10	-3450.024132	0.03222	0.03820
9025	All	9	-1472.073891	0.12171	0.12171
9025	Tmi	10	-1471.338537	0.11516	0.30198
9025	Tsi	10	-1472.002407	0.11975	0.17159
9025	TmiTsi	10	-1471.578003	0.10868	0.19126
9027	All	9	-1406.326567	0.08234	0.08234
9027	Tmi	10	-1406.315769	0.08164	0.08998
9027	Tsi	10	-1405.253418	0.07741	0.61267
9027	TmiTsi	10	-1405.009212	0.09502	0.03505
9029	All	9	-1674.135503	0.04146	0.04146
9029	Tmi	10	-1671.116162	0.03690	0.20721
9029	Tsi	10	-1674.069186	0.04104	0.06524
9029	TmiTsi	10	-1669.910003	0.05065	0.00502
9030	All	9	-5877.016316	0.26322	0.26322
9030	Tmi	10	-5876.992619	0.26201	0.28514
9030	Tsi	10	-5876.777233	0.25962	0.36019
9030	TmiTsi	10	-5875.545115	0.24444	0.40294
9033	All	9	-5980.758759	0.12133	0.12133
9033	Tmi	10	-5978.844666	0.11588	0.26630
9033	Tsi	10	-5976.438635	0.11312	0.36218
9033	TmiTsi	10	-5980.191736	0.12760	0.09848
9034	All	9	-1268.440828	0.09066	0.09066
9034	Tmi	10	-1267.943084	0.08669	0.21529
9034	Tsi	10	-1268.380936	0.08919	0.12531
9034	TmiTsi	10	-1267.700456	0.10124	0.04528
9035	All	9	-8359.778958	0.09740	0.09740
9035	Tmi	10	-8357.393586	0.09378	0.21554
9035	Tsi	10	-8354.033790	0.09218	0.35289
9035	TmiTsi	10	-8356.885090	0.10597	0.05976
9036	All	9	-3256.830704	0.07998	0.07998
9036	Tmi	10	-3255.458050	0.07559	0.16013
9036	Tsi	10	-3256.444720	0.07826	0.15090
9036	TmiTsi	10	-3256.563174	0.07649	0.10947
9037	All	9	-2990.768422	0.11070	0.11070
9037	Tmi	10	-2990.553006	0.10805	0.15757
9037	Tsi	10	-2989.582467	0.10462	0.23394
9037	TmiTsi	10	-2990.711485	0.10816	0.12075
9038	All	9	-7032.820727	0.18300	0.18300
9038	Tmi	10	-7029.189023	0.17333	0.43309
9038	Tsi	10	-7027.698026	0.17220	0.66475
9038	TmiTsi	10	-7032.789827	0.18116	0.19292
9039	All	9	-1703.863777	0.04180	0.04180
9039	Tmi	10	-1700.773123	0.03600	0.45517
9039	Tsi	10	-1703.420999	0.04280	0.00010
9039	TmiTsi	10	-1702.511190	0.03317	0.09082
904	All	9	-4618.436957	0.23509	0.23509
904	Tmi	10	-4617.726584	0.24074	0.13348
904	Tsi	10	-4616.831190	0.22721	0.67344
904	TmiTsi	10	-4617.966751	0.22465	0.29447
9041	All	9	-3203.166755	0.02746	0.02746
9041	Tmi	10	-3203.129478	0.02716	0.03256
9041	Tsi	10	-3202.920565	0.02676	0.04393
9041	TmiTsi	10	-3202.815365	0.02897	0.01885
9043	All	9	-4335.497820	0.09296	0.09296
9043	Tmi	10	-4331.565582	0.08637	0.34745
9043	Tsi	10	-4335.363432	0.09183	0.12064
9043	TmiTsi	10	-4334.751361	0.09850	0.06300
9044	All	9	-1306.681771	0.12259	0.12259
9044	Tmi	10	-1306.599115	0.12130	0.22182
9044	Tsi	10	-1306.643536	0.12149	0.15730
9044	TmiTsi	10	-1305.765616	0.11047	0.25789
9045	All	9	-3846.498480	0.14240	0.14240
9045	Tmi	10	-3844.797467	0.13643	0.42618
9045	Tsi	10	-3846.364207	0.14066	0.18200
9045	TmiTsi	10	-3846.012172	0.13462	0.18327
9047	All	9	-7510.332497	0.17602	0.17602
9047	Tmi	10	-7509.626983	0.17214	0.27478
9047	Tsi	10	-7510.275171	0.17512	0.20460
9047	TmiTsi	10	-7510.168928	0.17206	0.19899
9048	All	9	-3079.937261	0.04893	0.04893
9048	Tmi	10	-3077.540148	0.04585	0.17250
9048	Tsi	10	-3079.412113	0.04798	0.13669
9048	TmiTsi	10	-3079.845725	0.05039	0.04331
905	All	9	-11229.205179	0.03133	0.03133
905	Tmi	10	-11229.168824	0.03117	0.03500
905	Tsi	10	-11226.796765	0.03013	0.07810
905	TmiTsi	10	-11227.884505	0.02898	0.04098
9050	All	9	-4213.624948	0.07578	0.07578
9050	Tmi	10	-4208.697827	0.06969	0.30454
9050	Tsi	10	-4213.686750	0.06932	0.28032
9050	TmiTsi	10	-4213.621733	0.07615	0.07404
9051	All	9	-2856.610525	0.13251	0.13251
9051	Tmi	10	-2856.540162	0.13374	0.10307
9051	Tsi	10	-2854.370600	0.13875	0.01859
9051	TmiTsi	10	-2855.546061	0.12011	0.21323
9054	All	9	-2391.509238	0.06413	0.06413
9054	Tmi	10	-2391.055471	0.06163	0.11749
9054	Tsi	10	-2390.548258	0.06031	0.15299
9054	TmiTsi	10	-2391.301421	0.06105	0.08401
9056	All	9	-1563.787055	0.01861	0.01861
9056	Tmi	10	-1563.716055	0.01815	0.02834
9056	Tsi	10	-1563.068635	0.01747	0.13819
9056	TmiTsi	10	-1563.691552	0.01728	0.02245
9058	All	9	-834.423993	0.06156	0.06156
9058	Tmi	10	-833.940423	0.05764	0.15291
9058	Tsi	10	-833.026399	0.05561	0.49378
9058	TmiTsi	10	-832.481715	0.04586	999.00000
906	All	9	-2988.296664	0.01514	0.01514
906	Tmi	10	-2986.068635	0.01359	0.07281
906	Tsi	10	-2986.216737	0.01405	0.14577
906	TmiTsi	10	-2987.747209	0.01351	0.02318
9060	All	9	-1962.631450	0.18978	0.18978
9060	Tmi	10	-1961.641608	0.19928	0.06514
9060	Tsi	10	-1962.295365	0.18529	0.47429
9060	TmiTsi	10	-1961.310705	0.15694	0.57082
9062	All	9	-3889.688358	0.06763	0.06763
9062	Tmi	10	-3885.357988	0.06113	0.20527
9062	Tsi	10	-3888.294754	0.06510	0.20037
9062	TmiTsi	10	-3888.307693	0.07354	0.04094
9064	All	9	-3017.152688	0.06689	0.06689
9064	Tmi	10	-3016.400477	0.06418	0.13543
9064	Tsi	10	-3016.433186	0.06422	0.18282
9064	TmiTsi	10	-3016.962480	0.06364	0.08594
9066	All	9	-4796.519775	0.09864	0.09864
9066	Tmi	10	-4794.331507	0.09470	0.31973
9066	Tsi	10	-4794.947501	0.09487	0.21802
9066	TmiTsi	10	-4796.358558	0.09581	0.11253
9067	All	9	-4459.700800	0.03462	0.03462
9067	Tmi	10	-4459.400223	0.03383	0.05422
9067	Tsi	10	-4459.685685	0.03473	0.02890
9067	TmiTsi	10	-4458.594660	0.03161	0.05949
9071	All	9	-3518.090779	0.09900	0.09900
9071	Tmi	10	-3516.600341	0.09387	0.21960
9071	Tsi	10	-3514.186301	0.09164	1.49264
9071	TmiTsi	10	-3516.977430	0.08994	0.15746
9072	All	9	-3976.428015	0.03884	0.03884
9072	Tmi	10	-3976.412987	0.03863	0.04327
9072	Tsi	10	-3976.196180	0.03839	0.11003
9072	TmiTsi	10	-3976.202187	0.03705	0.04843
9074	All	9	-3402.464340	0.16947	0.16947
9074	Tmi	10	-3397.996777	0.15515	0.68606
9074	Tsi	10	-3398.910795	0.15726	1.13408
9074	TmiTsi	10	-3402.105865	0.17819	0.13620
9075	All	9	-5954.563822	0.06002	0.06002
9075	Tmi	10	-5953.780959	0.05841	0.10861
9075	Tsi	10	-5951.905539	0.06235	0.00986
9075	TmiTsi	10	-5954.504477	0.05895	0.06444
9078	All	9	-1140.486693	0.00585	0.00585
9078	Tmi	10	-1139.307484	0.00449	0.04345
9078	Tsi	10	-1140.455256	0.00590	0.00010
9078	TmiTsi	10	-1140.109379	0.00482	0.01565
9079	All	9	-10640.372869	0.27425	0.27425
9079	Tmi	10	-10633.220160	0.25702	0.65788
9079	Tsi	10	-10625.583554	0.25277	2.79251
9079	TmiTsi	10	-10638.861260	0.28995	0.21241
9080	All	9	-3319.621864	0.05817	0.05817
9080	Tmi	10	-3317.197269	0.05354	0.16272
9080	Tsi	10	-3318.412446	0.05662	0.93400
9080	TmiTsi	10	-3318.768231	0.06305	0.03703
9083	All	9	-17494.170299	0.05839	0.05839
9083	Tmi	10	-17491.146416	0.05648	0.10811
9083	Tsi	10	-17486.106418	0.05512	0.15739
9083	TmiTsi	10	-17489.893683	0.05366	0.08699
9084	All	9	-1936.534786	0.07132	0.07132
9084	Tmi	10	-1936.531359	0.07153	0.06593
9084	Tsi	10	-1936.436588	0.06999	0.09882
9084	TmiTsi	10	-1936.531431	0.07086	0.07407
9085	All	9	-5878.322807	0.09108	0.09108
9085	Tmi	10	-5877.375206	0.08843	0.15389
9085	Tsi	10	-5876.019245	0.09341	0.00010
9085	TmiTsi	10	-5878.141543	0.09349	0.07833
9086	All	9	-9534.523018	0.06820	0.06820
9086	Tmi	10	-9532.376647	0.06570	0.13452
9086	Tsi	10	-9531.741624	0.06614	0.25559
9086	TmiTsi	10	-9532.468567	0.07400	0.04647
9087	All	9	-10238.780373	0.22176	0.22176
9087	Tmi	10	-10237.293517	0.21647	0.37520
9087	Tsi	10	-10235.887962	0.21494	0.61839
9087	TmiTsi	10	-10238.452133	0.22776	0.19322
9088	All	9	-2311.065078	0.10314	0.10314
9088	Tmi	10	-2310.808930	0.10072	0.15371
9088	Tsi	10	-2310.979352	0.10416	0.06145
9088	TmiTsi	10	-2309.884262	0.11320	0.05424
9089	All	9	-3319.204202	0.19143	0.19143
9089	Tmi	10	-3315.389023	0.17331	0.65188
9089	Tsi	10	-3317.915212	0.18110	0.72352
9089	TmiTsi	10	-3317.020948	0.16515	0.38597
9095	All	9	-2420.194955	0.04319	0.04319
9095	Tmi	10	-2419.185197	0.04581	0.00010
9095	Tsi	10	-2419.713716	0.04387	0.00010
9095	TmiTsi	10	-2419.318035	0.03921	0.08300
9098	All	9	-7091.302762	0.06467	0.06467
9098	Tmi	10	-7087.770458	0.06072	0.15363
9098	Tsi	10	-7091.165883	0.06523	0.04205
9098	TmiTsi	10	-7087.769061	0.07194	0.03337
9099	All	9	-4912.697941	0.03669	0.03669
9099	Tmi	10	-4911.113922	0.03471	0.08555
9099	Tsi	10	-4912.695566	0.03663	0.03873
9099	TmiTsi	10	-4912.667640	0.03724	0.03409
91	All	9	-1079.254577	0.06842	0.06842
91	Tmi	10	-1079.249282	0.06884	0.06335
91	Tsi	10	-1079.123087	0.07070	0.00010
91	TmiTsi	10	-1078.365043	0.07948	0.03873
9100	All	9	-3232.857932	0.04471	0.04471
9100	Tmi	10	-3223.793879	0.03868	0.42401
9100	Tsi	10	-3232.514794	0.04379	0.08125
9100	TmiTsi	10	-3231.295012	0.03976	0.08029
9102	All	9	-6120.728130	0.05712	0.05712
9102	Tmi	10	-6113.516017	0.05175	0.24556
9102	Tsi	10	-6119.925001	0.05553	0.10416
9102	TmiTsi	10	-6119.175897	0.06190	0.03480
9106	All	9	-898.592800	0.23289	0.23289
9106	Tmi	10	-898.511309	0.22905	999.00000
9106	Tsi	10	-898.552543	0.23692	0.19615
9106	TmiTsi	10	-898.583015	0.23688	0.22158
9108	All	9	-2510.488365	0.11843	0.11843
9108	Tmi	10	-2510.383091	0.11680	0.15447
9108	Tsi	10	-2510.409281	0.11714	0.15765
9108	TmiTsi	10	-2509.849302	0.10934	0.16387
9109	All	9	-32629.022434	0.20535	0.20535
9109	Tmi	10	-32619.701992	0.19774	0.37278
9109	Tsi	10	-32628.313661	0.20343	0.25827
9109	TmiTsi	10	-32627.550064	0.21174	0.17756
911	All	9	-6747.574148	0.09381	0.09381
911	Tmi	10	-6747.574146	0.09381	0.09390
911	Tsi	10	-6747.451867	0.09305	0.12388
911	TmiTsi	10	-6745.994088	0.08678	0.13647
9111	All	9	-2285.581954	0.13501	0.13501
9111	Tmi	10	-2285.455964	0.13250	0.17317
9111	Tsi	10	-2285.537500	0.13621	0.10748
9111	TmiTsi	10	-2284.320514	0.14889	0.07188
9112	All	9	-2070.090846	0.04908	0.04908
9112	Tmi	10	-2067.261881	0.04334	0.16366
9112	Tsi	10	-2069.892055	0.04822	0.12945
9112	TmiTsi	10	-2068.822119	0.04312	0.09544
9113	All	9	-17372.485454	0.19809	0.19809
9113	Tmi	10	-17363.739028	0.18836	0.45376
9113	Tsi	10	-17369.532359	0.19311	0.37950
9113	TmiTsi	10	-17370.805186	0.20703	0.15685
9114	All	9	-4392.789177	0.08322	0.08322
9114	Tmi	10	-4392.298442	0.08127	0.13044
9114	Tsi	10	-4391.472688	0.08066	0.30154
9114	TmiTsi	10	-4392.772620	0.08400	0.07941
9116	All	9	-5410.087641	0.16534	0.16534
9116	Tmi	10	-5408.794481	0.15999	0.30703
9116	Tsi	10	-5410.069352	0.16473	0.18187
9116	TmiTsi	10	-5409.961739	0.16188	0.18456
912	All	9	-1796.442581	0.03686	0.03686
912	Tmi	10	-1786.345498	0.02915	0.68410
912	Tsi	10	-1794.814796	0.03557	127.56244
912	TmiTsi	10	-1796.415389	0.03752	0.02979
9120	All	9	-24795.448913	0.10637	0.10637
9120	Tmi	10	-24782.338746	0.10046	0.26319
9120	Tsi	10	-24779.522408	0.09988	0.30251
9120	TmiTsi	10	-24785.019008	0.11725	0.06526
9121	All	9	-3223.201892	0.07722	0.07722
9121	Tmi	10	-3220.419247	0.07237	0.37804
9121	Tsi	10	-3221.396927	0.07307	0.21492
9121	TmiTsi	10	-3222.800364	0.07268	0.09831
9122	All	9	-2726.992172	0.04356	0.04356
9122	Tmi	10	-2725.404633	0.04497	0.00010
9122	Tsi	10	-2726.565676	0.04285	0.32913
9122	TmiTsi	10	-2725.315436	0.03774	0.09030
9123	All	9	-11639.544866	0.12768	0.12768
9123	Tmi	10	-11636.068154	0.12274	0.26581
9123	Tsi	10	-11638.737891	0.12518	0.17514
9123	TmiTsi	10	-11638.619917	0.13312	0.10565
9124	All	9	-1733.306667	0.01127	0.01127
9124	Tmi	10	-1732.862470	0.01169	0.00010
9124	Tsi	10	-1732.522042	0.01054	0.07289
9124	TmiTsi	10	-1732.437888	0.00873	0.02087
9125	All	9	-4333.381741	0.04379	0.04379
9125	Tmi	10	-4333.339861	0.04353	0.05331
9125	Tsi	10	-4333.306345	0.04405	0.02864
9125	TmiTsi	10	-4333.026609	0.04132	0.05277
9128	All	9	-12952.696591	0.06448	0.06448
9128	Tmi	10	-12951.315696	0.06282	0.09834
9128	Tsi	10	-12952.113214	0.06361	0.09593
9128	TmiTsi	10	-12952.677358	0.06489	0.06271
9130	All	9	-8131.990112	0.06802	0.06802
9130	Tmi	10	-8129.277130	0.06457	0.13872
9130	Tsi	10	-8129.674765	0.06530	0.16911
9130	TmiTsi	10	-8125.456112	0.05768	0.12636
9131	All	9	-2985.836375	0.01560	0.01560
9131	Tmi	10	-2982.411769	0.01385	0.07754
9131	Tsi	10	-2985.321718	0.01507	0.03816
9131	TmiTsi	10	-2985.673353	0.01492	0.02081
9134	All	9	-5416.096232	0.22513	0.22513
9134	Tmi	10	-5410.324157	0.20705	0.75295
9134	Tsi	10	-5416.083397	0.22437	0.24197
9134	TmiTsi	10	-5416.026066	0.22118	0.24264
9135	All	9	-4603.391364	0.50790	0.50790
9135	Tmi	10	-4602.842866	0.49324	0.77366
9135	Tsi	10	-4603.370501	0.50488	0.56084
9135	TmiTsi	10	-4603.259751	0.49460	0.59123
9137	All	9	-1854.074501	0.50695	0.50695
9137	Tmi	10	-1853.615482	0.48192	1.01898
9137	Tsi	10	-1852.969070	0.47457	1.27726
9137	TmiTsi	10	-1853.749391	0.53669	0.35619
9138	All	9	-1721.848563	0.06872	0.06872
9138	Tmi	10	-1720.885886	0.06499	0.20608
9138	Tsi	10	-1721.757268	0.06770	0.10561
9138	TmiTsi	10	-1721.835925	0.06963	0.06479
9139	All	9	-4065.489797	0.17460	0.17460
9139	Tmi	10	-4065.483054	0.17409	0.18396
9139	Tsi	10	-4060.964187	0.16230	1.02513
9139	TmiTsi	10	-4065.338952	0.17992	0.15397
9143	All	9	-806.903770	0.01002	0.01002
9143	Tmi	10	-806.741637	0.01039	0.00010
9143	Tsi	10	-804.481612	0.00820	999.00000
9143	TmiTsi	10	-806.709180	0.00895	0.02126
9144	All	9	-2946.502833	0.20532	0.20532
9144	Tmi	10	-2940.807881	0.17563	0.84683
9144	Tsi	10	-2941.868463	0.18239	999.00000
9144	TmiTsi	10	-2945.695217	0.22515	0.13030
9146	All	9	-17508.268425	0.23380	0.23380
9146	Tmi	10	-17497.950866	0.21979	0.55440
9146	Tsi	10	-17495.554749	0.21854	0.64420
9146	TmiTsi	10	-17508.232901	0.23233	0.24167
9147	All	9	-2745.928126	0.29863	0.29863
9147	Tmi	10	-2743.958925	0.28244	1.31942
9147	Tsi	10	-2745.801999	0.29378	0.39787
9147	TmiTsi	10	-2745.072467	0.32541	0.20767
9148	All	9	-5552.474592	0.04631	0.04631
9148	Tmi	10	-5548.705861	0.04284	0.13244
9148	Tsi	10	-5545.246509	0.04197	0.28373
9148	TmiTsi	10	-5552.348547	0.04742	0.03984
9149	All	9	-6971.709247	0.11802	0.11802
9149	Tmi	10	-6971.486335	0.11662	0.15244
9149	Tsi	10	-6971.488154	0.11666	0.15199
9149	TmiTsi	10	-6971.153052	0.11287	0.14576
915	All	9	-1696.629599	0.05159	0.05159
915	Tmi	10	-1685.841695	0.03818	0.63948
915	Tsi	10	-1696.007030	0.04920	0.14150
915	TmiTsi	10	-1696.549549	0.05344	0.04136
9151	All	9	-3449.416899	0.18795	0.18795
9151	Tmi	10	-3449.294311	0.19017	0.13889
9151	Tsi	10	-3449.384116	0.18686	0.21630
9151	TmiTsi	10	-3449.173032	0.19674	0.15645
9152	All	9	-9080.399401	0.12318	0.12318
9152	Tmi	10	-9072.584799	0.11511	0.40496
9152	Tsi	10	-9080.191384	0.12201	0.15749
9152	TmiTsi	10	-9080.337475	0.12175	0.13181
9153	All	9	-3244.491981	0.06386	0.06386
9153	Tmi	10	-3244.459858	0.06337	0.07406
9153	Tsi	10	-3244.108646	0.06234	0.11245
9153	TmiTsi	10	-3244.409614	0.06222	0.08451
9155	All	9	-5852.146761	0.08928	0.08928
9155	Tmi	10	-5850.621026	0.08622	0.19086
9155	Tsi	10	-5851.228147	0.08681	0.17391
9155	TmiTsi	10	-5851.887175	0.08595	0.10489
9159	All	9	-3319.978073	0.04555	0.04555
9159	Tmi	10	-3318.864839	0.04341	0.11176
9159	Tsi	10	-3318.399041	0.04311	0.14194
9159	TmiTsi	10	-3319.728848	0.04326	0.05638
916	All	9	-3073.352811	0.03396	0.03396
916	Tmi	10	-3070.898509	0.03099	0.11261
916	Tsi	10	-3071.011671	0.03167	0.18369
916	TmiTsi	10	-3072.568680	0.03101	0.06214
9160	All	9	-13163.000683	0.18064	0.18064
9160	Tmi	10	-13162.322102	0.17785	0.23682
9160	Tsi	10	-13157.236997	0.17396	0.75726
9160	TmiTsi	10	-13160.855040	0.19184	0.13659
9161	All	9	-4922.665182	0.14974	0.14974
9161	Tmi	10	-4917.517529	0.13879	0.54358
9161	Tsi	10	-4920.692537	0.14284	0.36192
9161	TmiTsi	10	-4919.585918	0.13183	0.26807
9162	All	9	-4076.604437	0.33986	0.33986
9162	Tmi	10	-4076.328816	0.33352	0.46244
9162	Tsi	10	-4076.596940	0.33903	0.37594
9162	TmiTsi	10	-4075.645802	0.31388	0.46433
9163	All	9	-2045.805972	0.04788	0.04788
9163	Tmi	10	-2045.745320	0.04719	0.06012
9163	Tsi	10	-2043.782426	0.04466	0.46690
9163	TmiTsi	10	-2045.729998	0.04639	0.05650
9165	All	9	-5279.571323	0.08601	0.08601
9165	Tmi	10	-5279.113637	0.08386	0.12271
9165	Tsi	10	-5277.610523	0.08190	0.19788
9165	TmiTsi	10	-5279.417003	0.08385	0.09945
9166	All	9	-2334.241637	0.01677	0.01677
9166	Tmi	10	-2333.637986	0.01722	0.00010
9166	Tsi	10	-2333.713681	0.01715	0.00010
9166	TmiTsi	10	-2334.235562	0.01660	0.01782
9167	All	9	-1730.350733	0.09718	0.09718
9167	Tmi	10	-1728.596093	0.09125	0.47096
9167	Tsi	10	-1725.918995	0.08939	999.00000
9167	TmiTsi	10	-1729.599336	0.08647	0.15168
9168	All	9	-717.206030	0.02260	0.02260
9168	Tmi	10	-716.087272	0.01996	0.09025
9168	Tsi	10	-717.206014	0.02260	0.00010
9168	TmiTsi	10	-716.740512	0.02657	0.01292
917	All	9	-5068.405705	0.05424	0.05424
917	Tmi	10	-5067.954675	0.05299	0.09077
917	Tsi	10	-5067.281883	0.05233	0.12324
917	TmiTsi	10	-5068.179884	0.05217	0.06339
9170	All	9	-806.176139	0.04086	0.04086
9170	Tmi	10	-806.124800	0.03989	0.06255
9170	Tsi	10	-805.475995	0.04352	0.00010
9170	TmiTsi	10	-805.661316	0.03198	0.74808
9171	All	9	-7540.691791	0.04833	0.04833
9171	Tmi	10	-7538.731031	0.04647	0.11613
9171	Tsi	10	-7537.836764	0.04637	0.16058
9171	TmiTsi	10	-7540.488928	0.04693	0.05560
9173	All	9	-6152.675934	0.02179	0.02179
9173	Tmi	10	-6151.952026	0.02113	0.04425
9173	Tsi	10	-6152.643250	0.02189	0.01685
9173	TmiTsi	10	-6152.575697	0.02237	0.01886
9175	All	9	-2281.858508	0.13445	0.13445
9175	Tmi	10	-2276.617128	0.12047	1.01521
9175	Tsi	10	-2274.625924	0.11775	3.02176
9175	TmiTsi	10	-2281.713247	0.13951	0.11523
9176	All	9	-2569.823167	0.00680	0.00680
9176	Tmi	10	-2569.523257	0.00701	0.00010
9176	Tsi	10	-2569.723030	0.00687	0.00010
9176	TmiTsi	10	-2569.815770	0.00690	0.00605
9177	All	9	-5963.975022	0.10643	0.10643
9177	Tmi	10	-5963.964567	0.10672	0.09973
9177	Tsi	10	-5963.315525	0.10426	0.18946
9177	TmiTsi	10	-5963.914882	0.10469	0.11473
9178	All	9	-1586.086765	0.15401	0.15401
9178	Tmi	10	-1584.730705	0.14317	0.37191
9178	Tsi	10	-1584.880499	0.14690	1.10540
