cluster	length	speices	N	S	dN	dS	NdN	SdS	w	lnl
9586	594	Ipu	449.1	144.9	0.036833	1.123894	16.5417003	162.8522406	0.0328	-1474.565087
9586	594	Tmi	449.1	144.9	0.000002	0.024520	0.0008982	3.552948	0.0001	-1474.565087
9586	594	Tsi	449.1	144.9	0.004673	0.045729	2.0986443	6.6261321	0.1022	-1474.565087
9589	1008	Cid	791.4	216.6	0.004519	0.140429	3.5763366	30.4169214	0.0322	-2536.774933
9589	1008	Dre	791.4	216.6	0.015129	0.122723	11.9730906	26.5818018	0.1233	-2536.774933
9589	1008	Ipu	791.4	216.6	0.059628	77.330851	47.1895992	16749.8623266	0.0008	-2536.774933
9589	1008	Tmi	791.4	216.6	0.005272	0.074181	4.1722608	16.0676046	0.0711	-2536.774933
9589	1008	Tsi	791.4	216.6	0.006465	0.037177	5.116401	8.0525382	0.1739	-2536.774933
959	2127	Cid	1607.5	519.5	0.018001	0.138648	28.9366075	72.027636	0.1298	-6520.213849
959	2127	Dre	1607.5	519.5	0.042442	0.233196	68.225515	121.145322	0.1820	-6520.213849
959	2127	Ipu	1607.5	519.5	0.113810	0.972909	182.949575	505.4262255	0.1170	-6520.213849
959	2127	Tmi	1607.5	519.5	0.004738	0.071784	7.616335	37.291788	0.0660	-6520.213849
959	2127	Tsi	1607.5	519.5	0.004261	0.036090	6.8495575	18.748755	0.1181	-6520.213849
9590	1545	Cid	1090.1	454.9	0.012539	0.107854	13.6687639	49.0627846	0.1163	-4613.122015
9590	1545	Dre	1090.1	454.9	0.024056	0.252583	26.2234456	114.9000067	0.0952	-4613.122015
9590	1545	Ipu	1090.1	454.9	0.087362	0.910907	95.2333162	414.3715943	0.0959	-4613.122015
9590	1545	Tmi	1090.1	454.9	0.017732	0.053832	19.3296532	24.4881768	0.3294	-4613.122015
9590	1545	Tsi	1090.1	454.9	0.007686	0.032017	8.3785086	14.5645333	0.2401	-4613.122015
9591	2160	Cid	1665.8	494.2	0.008158	0.148084	13.5895964	73.1831128	0.0551	-5723.616819
9591	2160	Dre	1665.8	494.2	0.012794	0.440660	21.3122452	217.774172	0.0290	-5723.616819
9591	2160	Ipu	1665.8	494.2	0.038362	1.310542	63.9034196	647.6698564	0.0293	-5723.616819
9591	2160	Tmi	1665.8	494.2	0.008627	0.069776	14.3708566	34.4832992	0.1236	-5723.616819
9591	2160	Tsi	1665.8	494.2	0.001543	0.050041	2.5703294	24.7302622	0.0308	-5723.616819
9592	810	Cid	600.7	209.3	0.021454	0.131266	12.8874178	27.4739738	0.1634	-2767.746738
9592	810	Dre	600.7	209.3	0.072943	0.276054	43.8168601	57.7781022	0.2642	-2767.746738
9592	810	Ipu	600.7	209.3	0.177436	0.862766	106.5858052	180.5769238	0.2057	-2767.746738
9592	810	Tmi	600.7	209.3	0.013550	0.093960	8.139485	19.665828	0.1442	-2767.746738
9592	810	Tsi	600.7	209.3	0.019226	0.018425	11.5490582	3.8563525	1.0434	-2767.746738
9593	621	Cid	455.1	165.9	0.030157	0.043850	13.7244507	7.274715	0.6877	-1965.831874
9593	621	Dre	455.1	165.9	0.036928	0.313283	16.8059328	51.9736497	0.1179	-1965.831874
9593	621	Ipu	455.1	165.9	0.118857	1.952001	54.0918207	323.8369659	0.0609	-1965.831874
9593	621	Tmi	455.1	165.9	0.028453	0.085382	12.9489603	14.1648738	0.3332	-1965.831874
9593	621	Tsi	455.1	165.9	0.010701	0.050386	4.8700251	8.3590374	0.2124	-1965.831874
9594	1230	Cid	889.0	341.0	0.050667	0.178896	45.042963	61.003536	0.2832	-4471.557496
9594	1230	Dre	889.0	341.0	0.058753	0.289805	52.231417	98.823505	0.2027	-4471.557496
9594	1230	Ipu	889.0	341.0	0.153546	1.143411	136.502394	389.903151	0.1343	-4471.557496
9594	1230	Tmi	889.0	341.0	0.024872	0.049744	22.111208	16.962704	0.5000	-4471.557496
9594	1230	Tsi	889.0	341.0	0.024673	0.096588	21.934297	32.936508	0.2554	-4471.557496
9598	2445	Cid	1843.5	601.5	0.009411	0.124134	17.3491785	74.666601	0.0758	-6789.219669
9598	2445	Dre	1843.5	601.5	0.019812	0.289828	36.523422	174.331542	0.0684	-6789.219669
9598	2445	Ipu	1843.5	601.5	0.055028	1.429879	101.444118	860.0722185	0.0385	-6789.219669
9598	2445	Tmi	1843.5	601.5	0.007152	0.057508	13.184712	34.591062	0.1244	-6789.219669
9598	2445	Tsi	1843.5	601.5	0.005562	0.054321	10.253547	32.6740815	0.1024	-6789.219669
96	948	Cid	686.4	261.6	0.021269	0.111147	14.5990416	29.0760552	0.1914	-2586.873105
96	948	Dre	686.4	261.6	0.013283	0.136754	9.1174512	35.7748464	0.0971	-2586.873105
96	948	Ipu	686.4	261.6	0.065223	1.050002	44.7690672	274.6805232	0.0621	-2586.873105
96	948	Tmi	686.4	261.6	0.005040	0.049159	3.459456	12.8599944	0.1025	-2586.873105
96	948	Tsi	686.4	261.6	0.009826	0.038968	6.7445664	10.1940288	0.2521	-2586.873105
9604	1497	Cid	1125.4	371.6	0.002702	0.182110	3.0408308	67.672076	0.0148	-3636.887469
9604	1497	Dre	1125.4	371.6	0.004529	0.280073	5.0969366	104.0751268	0.0162	-3636.887469
9604	1497	Ipu	1125.4	371.6	0.018213	0.851838	20.4969102	316.5430008	0.0214	-3636.887469
9604	1497	Tmi	1125.4	371.6	0.004505	0.025962	5.069927	9.6474792	0.1735	-3636.887469
9604	1497	Tsi	1125.4	371.6	0.002681	0.052923	3.0171974	19.6661868	0.0507	-3636.887469
9606	2157	Cid	1594.1	562.9	0.013806	0.149243	22.0081446	84.0088847	0.0925	-6173.971681
9606	2157	Dre	1594.1	562.9	0.011942	0.231988	19.0367422	130.5860452	0.0515	-6173.971681
9606	2157	Ipu	1594.1	562.9	0.088281	0.971001	140.7287421	546.5764629	0.0909	-6173.971681
9606	2157	Tmi	1594.1	562.9	0.006409	0.060150	10.2165869	33.858435	0.1065	-6173.971681
9606	2157	Tsi	1594.1	562.9	0.003812	0.036916	6.0767092	20.7800164	0.1033	-6173.971681
9607	3549	Cid	2543.6	1005.4	0.009200	0.146653	23.40112	147.4449262	0.0627	-10236.326938
9607	3549	Dre	2543.6	1005.4	0.009305	0.249320	23.668198	250.666328	0.0373	-10236.326938
9607	3549	Ipu	2543.6	1005.4	0.094200	1.105549	239.60712	1111.5189646	0.0852	-10236.326938
9607	3549	Tmi	2543.6	1005.4	0.007365	0.066477	18.733614	66.8359758	0.1108	-10236.326938
9607	3549	Tsi	2543.6	1005.4	0.004070	0.027983	10.352452	28.1341082	0.1455	-10236.326938
9608	750	Cid	576.0	174.0	0.010515	0.139313	6.05664	24.240462	0.0755	-2289.270491
9608	750	Dre	576.0	174.0	0.020553	0.335182	11.838528	58.321668	0.0613	-2289.270491
9608	750	Ipu	576.0	174.0	0.153244	2.827610	88.268544	492.00414	0.0542	-2289.270491
9608	750	Tmi	576.0	174.0	0.008375	0.043410	4.824	7.55334	0.1929	-2289.270491
9608	750	Tsi	576.0	174.0	0.007527	0.076839	4.335552	13.369986	0.0980	-2289.270491
9609	1122	Cid	834.6	287.4	0.038638	0.115689	32.2472748	33.2490186	0.3340	-4038.440928
9609	1122	Dre	834.6	287.4	0.073405	0.453175	61.263813	130.242495	0.1620	-4038.440928
9609	1122	Ipu	834.6	287.4	0.162739	0.784773	135.8219694	225.5437602	0.2074	-4038.440928
9609	1122	Tmi	834.6	287.4	0.023153	0.048778	19.3234938	14.0187972	0.4747	-4038.440928
9609	1122	Tsi	834.6	287.4	0.010390	0.073435	8.671494	21.105219	0.1415	-4038.440928
961	384	Cid	305.3	78.7	0.027633	0.262146	8.4363549	20.6308902	0.1054	-1385.828610
961	384	Dre	305.3	78.7	0.075514	0.494962	23.0544242	38.9535094	0.1526	-1385.828610
961	384	Ipu	305.3	78.7	0.148767	80.742591	45.4185651	6354.4419117	0.0018	-1385.828610
961	384	Tmi	305.3	78.7	0.035802	0.194991	10.9303506	15.3457917	0.1836	-1385.828610
961	384	Tsi	305.3	78.7	0.020096	0.000020	6.1353088	0.001574	999.0000	-1385.828610
9610	1290	Cid	978.8	311.2	0.006396	0.080463	6.2604048	25.0400856	0.0795	-3346.055913
9610	1290	Dre	978.8	311.2	0.015932	0.258975	15.5942416	80.59302	0.0615	-3346.055913
9610	1290	Ipu	978.8	311.2	0.072091	0.933196	70.5626708	290.4105952	0.0773	-3346.055913
9610	1290	Tmi	978.8	311.2	0.007598	0.003373	7.4369224	1.0496776	2.2523	-3346.055913
9610	1290	Tsi	978.8	311.2	0.005083	0.046891	4.9752404	14.5924792	0.1084	-3346.055913
9611	1263	Cid	971.1	291.9	0.008563	0.122366	8.3155293	35.7186354	0.0700	-3338.992772
9611	1263	Dre	971.1	291.9	0.004190	0.738359	4.068909	215.5269921	0.0057	-3338.992772
9611	1263	Ipu	971.1	291.9	0.047927	1.418976	46.5419097	414.1990944	0.0338	-3338.992772
9611	1263	Tmi	971.1	291.9	0.002129	0.032431	2.0674719	9.4666089	0.0656	-3338.992772
9611	1263	Tsi	971.1	291.9	0.002006	0.067258	1.9480266	19.6326102	0.0298	-3338.992772
9612	5094	Cid	3787.0	1307.0	0.062236	0.136257	235.687732	178.087899	0.4568	-18959.093085
9612	5094	Dre	3787.0	1307.0	0.103621	0.349343	392.412727	456.591301	0.2966	-18959.093085
9612	5094	Ipu	3787.0	1307.0	0.197140	1.396987	746.56918	1825.862009	0.1411	-18959.093085
9612	5094	Tmi	3787.0	1307.0	0.014738	0.046941	55.812806	61.351887	0.3140	-18959.093085
9612	5094	Tsi	3787.0	1307.0	0.009083	0.070134	34.397321	91.665138	0.1295	-18959.093085
9613	861	Cid	638.1	222.9	0.002001	0.093145	1.2768381	20.7620205	0.0215	-2143.201474
9613	861	Dre	638.1	222.9	0.007725	0.294488	4.9293225	65.6413752	0.0262	-2143.201474
9613	861	Ipu	638.1	222.9	0.055625	0.998668	35.4943125	222.6030972	0.0557	-2143.201474
9613	861	Tmi	638.1	222.9	0.000002	0.021329	0.0012762	4.7542341	0.0001	-2143.201474
9613	861	Tsi	638.1	222.9	0.003120	0.035054	1.990872	7.8135366	0.0890	-2143.201474
9614	885	Cid	647.0	238.0	0.009192	0.111440	5.947224	26.52272	0.0825	-2513.256609
9614	885	Dre	647.0	238.0	0.040982	0.271644	26.515354	64.651272	0.1509	-2513.256609
9614	885	Ipu	647.0	238.0	0.076662	0.566758	49.600314	134.888404	0.1353	-2513.256609
9614	885	Tmi	647.0	238.0	0.000004	0.038123	0.002588	9.073274	0.0001	-2513.256609
9614	885	Tsi	647.0	238.0	0.006147	0.018129	3.977109	4.314702	0.3391	-2513.256609
9615	5595	Cid	4196.1	1398.9	0.009161	0.134935	38.4404721	188.7605715	0.0679	-16046.156225
9615	5595	Dre	4196.1	1398.9	0.020303	0.365755	85.1934183	511.6546695	0.0555	-16046.156225
9615	5595	Ipu	4196.1	1398.9	0.092834	1.089557	389.5407474	1524.1812873	0.0852	-16046.156225
9615	5595	Tmi	4196.1	1398.9	0.005819	0.048358	24.4171059	67.6480062	0.1203	-16046.156225
9615	5595	Tsi	4196.1	1398.9	0.004060	0.039359	17.036166	55.0593051	0.1032	-16046.156225
9616	807	Cid	604.8	202.2	0.011568	0.112679	6.9963264	22.7836938	0.1027	-2396.745311
9616	807	Dre	604.8	202.2	0.022268	0.253844	13.4676864	51.3272568	0.0877	-2396.745311
9616	807	Ipu	604.8	202.2	0.083302	1.345359	50.3810496	272.0315898	0.0619	-2396.745311
9616	807	Tmi	604.8	202.2	0.020249	0.049846	12.2465952	10.0788612	0.4062	-2396.745311
9616	807	Tsi	604.8	202.2	0.016616	0.015433	10.0493568	3.1205526	1.0766	-2396.745311
9617	384	Cid	283.8	100.2	0.024326	0.103065	6.9037188	10.327113	0.2360	-1412.107763
9617	384	Dre	283.8	100.2	0.071395	0.236740	20.261901	23.721348	0.3016	-1412.107763
9617	384	Ipu	283.8	100.2	0.301427	0.840094	85.5449826	84.1774188	0.3588	-1412.107763
9617	384	Tmi	283.8	100.2	0.029979	0.009897	8.5080402	0.9916794	3.0292	-1412.107763
9617	384	Tsi	283.8	100.2	0.094243	0.134256	26.7461634	13.4524512	0.7020	-1412.107763
9619	1260	Cid	944.8	315.2	0.008926	0.083240	8.4332848	26.237248	0.1072	-3317.633919
9619	1260	Dre	944.8	315.2	0.007285	0.226869	6.882868	71.5091088	0.0321	-3317.633919
9619	1260	Ipu	944.8	315.2	0.049507	1.327183	46.7742136	418.3280816	0.0373	-3317.633919
9619	1260	Tmi	944.8	315.2	0.006464	0.072546	6.1071872	22.8664992	0.0891	-3317.633919
9619	1260	Tsi	944.8	315.2	0.004154	0.028772	3.9246992	9.0689344	0.1444	-3317.633919
962	480	Cid	366.7	113.3	0.025534	0.078108	9.3633178	8.8496364	0.3269	-1685.904411
962	480	Dre	366.7	113.3	0.084866	0.822790	31.1203622	93.222107	0.1031	-1685.904411
962	480	Ipu	366.7	113.3	0.157865	2.017176	57.8890955	228.5460408	0.0783	-1685.904411
962	480	Tmi	366.7	113.3	0.012142	0.096512	4.4524714	10.9348096	0.1258	-1685.904411
962	480	Tsi	366.7	113.3	0.007691	0.097121	2.8202897	11.0038093	0.0792	-1685.904411
9620	1548	Cid	1105.2	442.8	0.026551	0.052409	29.3441652	23.2067052	0.5066	-4916.915158
9620	1548	Dre	1105.2	442.8	0.041326	0.179206	45.6734952	79.3524168	0.2306	-4916.915158
9620	1548	Ipu	1105.2	442.8	0.157282	0.911099	173.8280664	403.4346372	0.1726	-4916.915158
9620	1548	Tmi	1105.2	442.8	0.013538	0.027365	14.9621976	12.117222	0.4947	-4916.915158
9620	1548	Tsi	1105.2	442.8	0.006161	0.046338	6.8091372	20.5184664	0.1329	-4916.915158
9621	2784	Cid	2044.4	739.6	0.004439	0.066647	9.0750916	49.2921212	0.0666	-7071.574725
9621	2784	Dre	2044.4	739.6	0.014524	0.236212	29.6928656	174.7023952	0.0615	-7071.574725
9621	2784	Ipu	2044.4	739.6	0.043413	0.929902	88.7535372	687.7555192	0.0467	-7071.574725
9621	2784	Tmi	2044.4	739.6	0.003462	0.039874	7.0777128	29.4908104	0.0868	-7071.574725
9621	2784	Tsi	2044.4	739.6	0.002977	0.051829	6.0861788	38.3327284	0.0574	-7071.574725
9625	513	Cid	387.3	125.7	0.054218	0.172812	20.9986314	21.7224684	0.3137	-1979.982586
9625	513	Dre	387.3	125.7	0.076895	0.294541	29.7814335	37.0238037	0.2611	-1979.982586
9625	513	Ipu	387.3	125.7	0.395013	2.709134	152.9885349	340.5381438	0.1458	-1979.982586
9625	513	Tmi	387.3	125.7	0.008012	0.063995	3.1030476	8.0441715	0.1252	-1979.982586
9625	513	Tsi	387.3	125.7	0.018792	0.011704	7.2781416	1.4711928	1.6057	-1979.982586
9626	2421	Cid	1778.3	642.7	0.007525	0.129723	13.3817075	83.3729721	0.0580	-6455.257694
9626	2421	Dre	1778.3	642.7	0.011958	0.295351	21.2649114	189.8220877	0.0405	-6455.257694
9626	2421	Ipu	1778.3	642.7	0.048864	0.972368	86.8948512	624.9409136	0.0503	-6455.257694
9626	2421	Tmi	1778.3	642.7	0.002867	0.037498	5.0983861	24.0999646	0.0765	-6455.257694
9626	2421	Tsi	1778.3	642.7	0.003983	0.044407	7.0829689	28.5403789	0.0897	-6455.257694
9627	1539	Cid	1153.7	385.3	0.011902	0.145865	13.7313374	56.2017845	0.0816	-4474.910390
9627	1539	Dre	1153.7	385.3	0.033308	0.286866	38.4274396	110.5294698	0.1161	-4474.910390
9627	1539	Ipu	1153.7	385.3	0.074670	1.108271	86.146779	427.0168163	0.0674	-4474.910390
9627	1539	Tmi	1153.7	385.3	0.010763	0.070381	12.4172731	27.1177993	0.1529	-4474.910390
9627	1539	Tsi	1153.7	385.3	0.006231	0.031936	7.1887047	12.3049408	0.1951	-4474.910390
9630	1122	Cid	861.4	260.6	0.006518	0.135601	5.6146052	35.3376206	0.0481	-3239.619684
9630	1122	Dre	861.4	260.6	0.016213	0.193438	13.9658782	50.4099428	0.0838	-3239.619684
9630	1122	Ipu	861.4	260.6	0.140946	2.114804	121.4108844	551.1179224	0.0666	-3239.619684
9630	1122	Tmi	861.4	260.6	0.011514	0.034458	9.9181596	8.9797548	0.3342	-3239.619684
9630	1122	Tsi	861.4	260.6	0.005327	0.030470	4.5886778	7.940482	0.1748	-3239.619684
9632	1350	Cid	1010.1	339.9	0.003153	0.136488	3.1848453	46.3922712	0.0231	-3489.008220
9632	1350	Dre	1010.1	339.9	0.010084	0.380287	10.1858484	129.2595513	0.0265	-3489.008220
9632	1350	Ipu	1010.1	339.9	0.045998	0.840334	46.4625798	285.6295266	0.0547	-3489.008220
9632	1350	Tmi	1010.1	339.9	0.001765	0.034438	1.7828265	11.7054762	0.0512	-3489.008220
9632	1350	Tsi	1010.1	339.9	0.006242	0.031080	6.3050442	10.564092	0.2008	-3489.008220
9635	2205	Cid	1618.3	586.7	0.002520	0.089808	4.078116	52.6903536	0.0281	-5576.783388
9635	2205	Dre	1618.3	586.7	0.010184	0.251051	16.4807672	147.2916217	0.0406	-5576.783388
9635	2205	Ipu	1618.3	586.7	0.034308	0.984188	55.5206364	577.4230996	0.0349	-5576.783388
9635	2205	Tmi	1618.3	586.7	0.002725	0.039574	4.4098675	23.2180658	0.0689	-5576.783388
9635	2205	Tsi	1618.3	586.7	0.001038	0.066026	1.6797954	38.7374542	0.0157	-5576.783388
9638	1833	Cid	1358.8	474.2	0.006808	0.109461	9.2507104	51.9064062	0.0622	-5124.200274
9638	1833	Dre	1358.8	474.2	0.016377	0.299754	22.2530676	142.1433468	0.0546	-5124.200274
9638	1833	Ipu	1358.8	474.2	0.070608	1.384915	95.9421504	656.726693	0.0510	-5124.200274
9638	1833	Tmi	1358.8	474.2	0.011273	0.052271	15.3177524	24.7869082	0.2157	-5124.200274
9638	1833	Tsi	1358.8	474.2	0.006654	0.037348	9.0414552	17.7104216	0.1782	-5124.200274
9642	1044	Cid	749.8	294.2	0.023971	0.097551	17.9734558	28.6995042	0.2457	-3167.465338
9642	1044	Dre	749.8	294.2	0.054512	0.435975	40.8730976	128.263845	0.1250	-3167.465338
9642	1044	Ipu	749.8	294.2	0.056633	0.517156	42.4634234	152.1472952	0.1095	-3167.465338
9642	1044	Tmi	749.8	294.2	0.008541	0.037153	6.4040418	10.9304126	0.2299	-3167.465338
9642	1044	Tsi	749.8	294.2	0.003762	0.041860	2.8207476	12.315212	0.0899	-3167.465338
9645	1383	Cid	1076.0	307.0	0.021502	0.116133	23.136152	35.652831	0.1852	-3989.182720
9645	1383	Dre	1076.0	307.0	0.031947	0.318314	34.374972	97.722398	0.1004	-3989.182720
9645	1383	Ipu	1076.0	307.0	0.065295	0.818104	70.25742	251.157928	0.0798	-3989.182720
9645	1383	Tmi	1076.0	307.0	0.007251	0.052851	7.802076	16.225257	0.1372	-3989.182720
9645	1383	Tsi	1076.0	307.0	0.006929	0.068628	7.455604	21.068796	0.1010	-3989.182720
9646	1446	Cid	1064.4	381.6	0.018922	0.241389	20.1405768	92.1140424	0.0784	-4593.581113
9646	1446	Dre	1064.4	381.6	0.057393	0.593166	61.0891092	226.3521456	0.0968	-4593.581113
9646	1446	Ipu	1064.4	381.6	0.088022	1.093110	93.6906168	417.130776	0.0805	-4593.581113
9646	1446	Tmi	1064.4	381.6	0.008756	0.073924	9.3198864	28.2093984	0.1184	-4593.581113
9646	1446	Tsi	1064.4	381.6	0.009145	0.039761	9.733938	15.1727976	0.2300	-4593.581113
9647	675	Cid	526.1	148.9	0.004004	0.084989	2.1065044	12.6548621	0.0471	-1733.636139
9647	675	Dre	526.1	148.9	0.013356	0.407589	7.0265916	60.6900021	0.0328	-1733.636139
9647	675	Ipu	526.1	148.9	0.029180	1.336109	15.351598	198.9466301	0.0218	-1733.636139
9647	675	Tmi	526.1	148.9	0.001398	0.080815	0.7354878	12.0333535	0.0173	-1733.636139
9647	675	Tsi	526.1	148.9	0.010205	0.000010	5.3688505	0.001489	999.0000	-1733.636139
9650	6189	Cid	4580.2	1608.8	0.030201	0.112886	138.3266202	181.6109968	0.2675	-20953.368910
9650	6189	Dre	4580.2	1608.8	0.048920	0.205518	224.063384	330.6373584	0.2380	-20953.368910
9650	6189	Ipu	4580.2	1608.8	0.210327	1.266331	963.3397254	2037.2733128	0.1661	-20953.368910
9650	6189	Tmi	4580.2	1608.8	0.019925	0.039805	91.260485	64.038284	0.5006	-20953.368910
9650	6189	Tsi	4580.2	1608.8	0.013022	0.033546	59.6433644	53.9688048	0.3882	-20953.368910
9651	1122	Cid	928.4	193.6	0.003745	0.103485	3.476858	20.034696	0.0362	-2771.170145
9651	1122	Dre	928.4	193.6	0.009697	0.513136	9.0026948	99.3431296	0.0189	-2771.170145
9651	1122	Ipu	928.4	193.6	0.030627	1.792783	28.4341068	347.0827888	0.0171	-2771.170145
9651	1122	Tmi	928.4	193.6	0.004136	0.053253	3.8398624	10.3097808	0.0777	-2771.170145
9651	1122	Tsi	928.4	193.6	0.004649	0.054362	4.3161316	10.5244832	0.0855	-2771.170145
9653	1104	Cid	830.5	273.5	0.013972	0.191910	11.603746	52.487385	0.0728	-2972.216369
9653	1104	Dre	830.5	273.5	0.016807	0.498935	13.9582135	136.4587225	0.0337	-2972.216369
9653	1104	Ipu	830.5	273.5	0.022680	1.182052	18.83574	323.291222	0.0192	-2972.216369
9653	1104	Tmi	830.5	273.5	0.018587	0.046807	15.4365035	12.8017145	0.3971	-2972.216369
9653	1104	Tsi	830.5	273.5	0.002275	0.053910	1.8893875	14.744385	0.0422	-2972.216369
9654	951	Cid	738.6	212.4	0.012085	0.124559	8.925981	26.4563316	0.0970	-2818.493955
9654	951	Dre	738.6	212.4	0.017100	0.380732	12.63006	80.8674768	0.0449	-2818.493955
9654	951	Ipu	738.6	212.4	0.137477	1.336755	101.5405122	283.926762	0.1028	-2818.493955
9654	951	Tmi	738.6	212.4	0.001354	0.071612	1.0000644	15.2103888	0.0189	-2818.493955
9654	951	Tsi	738.6	212.4	0.006745	0.033661	4.981857	7.1495964	0.2004	-2818.493955
9656	786	Cid	629.7	156.3	0.015363	0.241677	9.6740811	37.7741151	0.0636	-2127.017651
9656	786	Dre	629.7	156.3	0.009078	0.293944	5.7164166	45.9434472	0.0309	-2127.017651
9656	786	Ipu	629.7	156.3	0.060453	3.384599	38.0672541	529.0128237	0.0179	-2127.017651
9656	786	Tmi	629.7	156.3	0.003337	0.057818	2.1013089	9.0369534	0.0577	-2127.017651
9656	786	Tsi	629.7	156.3	0.006356	0.017375	4.0023732	2.7157125	0.3658	-2127.017651
9658	1164	Cid	863.2	300.8	0.025312	0.356919	21.8493184	107.3612352	0.0709	-3713.677553
9658	1164	Dre	863.2	300.8	0.037900	0.396579	32.71528	119.2909632	0.0956	-3713.677553
9658	1164	Ipu	863.2	300.8	0.079842	1.562732	68.9196144	470.0697856	0.0511	-3713.677553
9658	1164	Tmi	863.2	300.8	0.005096	0.024462	4.3988672	7.3581696	0.2083	-3713.677553
9658	1164	Tsi	863.2	300.8	0.005438	0.051393	4.6940816	15.4590144	0.1058	-3713.677553
9659	2232	Cid	1640.7	591.3	0.052518	0.114305	86.1662826	67.5885465	0.4595	-8977.478892
9659	2232	Dre	1640.7	591.3	0.107334	0.260411	176.1028938	153.9810243	0.4122	-8977.478892
9659	2232	Ipu	1640.7	591.3	0.403057	1.084185	661.2956199	641.0785905	0.3718	-8977.478892
9659	2232	Tmi	1640.7	591.3	0.018245	0.059258	29.9345715	35.0392554	0.3079	-8977.478892
9659	2232	Tsi	1640.7	591.3	0.021838	0.026262	35.8296066	15.5287206	0.8316	-8977.478892
966	648	Cid	496.9	151.1	0.005140	0.138822	2.554066	20.9760042	0.0370	-1684.381917
966	648	Dre	496.9	151.1	0.021514	0.462219	10.6903066	69.8412909	0.0465	-1684.381917
966	648	Ipu	496.9	151.1	0.047938	1.077563	23.8203922	162.8197693	0.0445	-1684.381917
966	648	Tmi	496.9	151.1	0.004070	0.048031	2.022383	7.2574841	0.0847	-1684.381917
966	648	Tsi	496.9	151.1	0.000000	0.002830	0	0.427613	0.0001	-1684.381917
9661	1659	Cid	1211.1	447.9	0.004726	0.059306	5.7236586	26.5631574	0.0797	-4561.320486
9661	1659	Dre	1211.1	447.9	0.011982	0.206182	14.5114002	92.3489178	0.0581	-4561.320486
9661	1659	Ipu	1211.1	447.9	0.095960	0.999031	116.217156	447.4659849	0.0961	-4561.320486
9661	1659	Tmi	1211.1	447.9	0.004089	0.043631	4.9521879	19.5423249	0.0937	-4561.320486
9661	1659	Tsi	1211.1	447.9	0.002458	0.061927	2.9768838	27.7371033	0.0397	-4561.320486
9663	360	Cid	276.3	83.7	0.010760	0.056177	2.972988	4.7020149	0.1915	-912.295075
9663	360	Dre	276.3	83.7	0.011893	0.204778	3.2860359	17.1399186	0.0581	-912.295075
9663	360	Ipu	276.3	83.7	0.031226	1.270234	8.6277438	106.3185858	0.0246	-912.295075
9663	360	Tmi	276.3	83.7	0.000005	0.053227	0.0013815	4.4550999	0.0001	-912.295075
9663	360	Tsi	276.3	83.7	0.010844	0.040710	2.9961972	3.407427	0.2664	-912.295075
9664	1314	Cid	1013.3	300.7	0.009020	0.221280	9.139966	66.538896	0.0408	-3598.323873
9664	1314	Dre	1013.3	300.7	0.039862	0.548992	40.3921646	165.0818944	0.0726	-3598.323873
9664	1314	Ipu	1013.3	300.7	0.029672	1.038713	30.0666376	312.3409991	0.0286	-3598.323873
9664	1314	Tmi	1013.3	300.7	0.005969	0.086750	6.0483877	26.085725	0.0688	-3598.323873
9664	1314	Tsi	1013.3	300.7	0.003042	0.000003	3.0824586	0.0009021	999.0000	-3598.323873
9665	678	Cid	489.4	188.6	0.007500	0.077789	3.6705	14.6710054	0.0964	-1931.492094
9665	678	Dre	489.4	188.6	0.019988	0.315722	9.7821272	59.5451692	0.0633	-1931.492094
9665	678	Ipu	489.4	188.6	0.083767	1.101127	40.9955698	207.6725522	0.0761	-1931.492094
9665	678	Tmi	489.4	188.6	0.010512	0.020470	5.1445728	3.860642	0.5135	-1931.492094
9665	678	Tsi	489.4	188.6	0.008273	0.041469	4.0488062	7.8210534	0.1995	-1931.492094
9666	855	Cid	615.3	239.7	0.037637	0.272592	23.1580461	65.3403024	0.1381	-2741.570131
9666	855	Dre	615.3	239.7	0.023120	0.454661	14.225736	108.9822417	0.0509	-2741.570131
9666	855	Ipu	615.3	239.7	0.118737	1.499431	73.0588761	359.4136107	0.0792	-2741.570131
9666	855	Tmi	615.3	239.7	0.009571	0.061848	5.8890363	14.8249656	0.1547	-2741.570131
9666	855	Tsi	615.3	239.7	0.008895	0.049113	5.4730935	11.7723861	0.1811	-2741.570131
9670	351	Cid	259.7	91.3	0.000019	0.187336	0.0049343	17.1037768	0.0001	-792.488738
9670	351	Dre	259.7	91.3	0.000019	0.186232	0.0049343	17.0029816	0.0001	-792.488738
9670	351	Ipu	259.7	91.3	0.011921	1.043274	3.0958837	95.2509162	0.0114	-792.488738
9670	351	Tmi	259.7	91.3	0.000003	0.027147	0.0007791	2.4785211	0.0001	-792.488738
9670	351	Tsi	259.7	91.3	0.000004	0.044189	0.0010388	4.0344557	0.0001	-792.488738
9671	1041	Cid	772.5	268.5	0.014003	0.134389	10.8173175	36.0834465	0.1042	-3081.369245
9671	1041	Dre	772.5	268.5	0.035822	0.261894	27.672495	70.318539	0.1368	-3081.369245
9671	1041	Ipu	772.5	268.5	0.105047	0.934125	81.1488075	250.8125625	0.1125	-3081.369245
9671	1041	Tmi	772.5	268.5	0.002695	0.043855	2.0818875	11.7750675	0.0615	-3081.369245
9671	1041	Tsi	772.5	268.5	0.002569	0.035391	1.9845525	9.5024835	0.0726	-3081.369245
